ID;ROW_NUMBER;COMPANY_CODE;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;GL_ACCOUNT_NUMBER;GL_ACCOUNT_NAME;FS_LEVEL_1;FS_LEVEL_2;FS_LEVEL_3;FS_LEVEL_4;DEBIT_CREDIT_INDICATOR;AMOUNT_ABS;AMOUNT;AMOUNT_INV;AMOUNT_BS;AMOUNT_IS;CURRENCY
.1~459;459;A5;06;03;06/03;22/02/2021 00:00;11;53;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~464;464;A5;06;04;06/04;23/02/2021 00:00;11;54;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;6349;-6349;6349;-6349.00;0.00;EUR
.1~465;465;A5;06;04;06/04;23/02/2021 00:00;11;54;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;27558;27558;-27558;27558.00;0.00;EUR
.1~472;472;A5;06;05;06/05;24/02/2021 00:00;11;55;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;5946;-5946;5946;-5946.00;0.00;EUR
.1~473;473;A5;06;05;06/05;24/02/2021 00:00;11;55;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;37778;37778;-37778;37778.00;0.00;EUR
.1~478;478;A5;06;05;06/05;24/02/2021 00:00;11;55;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;18;18;-18;0.00;-18.00;EUR
.1~479;479;A5;06;05;06/05;24/02/2021 00:00;11;55;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;33665,68;-33665,68;33665,68;-33665.68;0.00;EUR
.1~480;480;A5;06;05;06/05;24/02/2021 00:00;11;55;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;37778;-37778;37778;0.00;37778.00;EUR
.1~485;485;A5;06;06;06/06;25/02/2021 00:00;12;56;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;30777,55;30777,55;-30777,55;0.00;-30777.55;EUR
.1~489;489;A5;06;07;06/07;26/02/2021 00:00;12;57;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;138883,38;-138883,38;138883,38;-138883.38;0.00;EUR
.1~493;493;A5;06;07;06/07;26/02/2021 00:00;12;57;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;138871,38;138871,38;-138871,38;138871.38;0.00;EUR
.1~495;495;A5;06;07;06/07;26/02/2021 00:00;12;57;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~496;496;A5;06;07;06/07;26/02/2021 00:00;12;57;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;5696,9;-5696,9;5696,9;-5696.90;0.00;EUR
.1~497;497;A5;06;07;06/07;26/02/2021 00:00;12;57;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;6320;-6320;6320;0.00;6320.00;EUR
.1~498;498;A5;06;08;06/08;27/02/2021 00:00;12;58;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;9;-9;9;-9.00;0.00;EUR
.1~499;499;A5;06;08;06/08;27/02/2021 00:00;12;58;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;27558;27558;-27558;27558.00;0.00;EUR
.1~503;503;A5;06;08;06/08;27/02/2021 00:00;12;58;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;9;9;-9;0.00;-9.00;EUR
.1~504;504;A5;06;08;06/08;27/02/2021 00:00;12;58;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;6560,81;-6560,81;6560,81;-6560.81;0.00;EUR
.1~505;505;A5;06;08;06/08;27/02/2021 00:00;12;58;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;7456;-7456;7456;0.00;7456.00;EUR
.1~507;507;A5;06;09;06/09;28/02/2021 00:00;12;59;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;37778;37778;-37778;37778.00;0.00;EUR
.1~508;508;A5;06;09;06/09;28/02/2021 00:00;12;59;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;37778;-37778;37778;-37778.00;0.00;EUR
.1~511;511;A5;06;09;06/09;28/02/2021 00:00;12;59;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~512;512;A5;06;09;06/09;28/02/2021 00:00;12;59;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10595,15;-10595,15;10595,15;-10595.15;0.00;EUR
.1~514;514;A5;06;10;06/10;01/03/2021 00:00;12;60;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;82;-82;82;-82.00;0.00;EUR
.1~518;518;A5;06;10;06/10;01/03/2021 00:00;12;60;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;6201,48;6201,48;-6201,48;0.00;-6201.48;EUR
.1~519;519;A5;06;10;06/10;01/03/2021 00:00;12;60;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~520;520;A5;06;10;06/10;01/03/2021 00:00;12;60;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~521;521;A5;06;10;06/10;01/03/2021 00:00;12;60;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;6201,48;-6201,48;6201,48;-6201.48;0.00;EUR
.1~522;522;A5;06;10;06/10;01/03/2021 00:00;12;60;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;6964;-6964;6964;0.00;6964.00;EUR
.1~527;527;A5;07;01;07/01;02/03/2021 00:00;13;61;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;9099,59;9099,59;-9099,59;0.00;-9099.59;EUR
.1~531;531;A5;07;02;07/02;03/03/2021 00:00;13;62;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;6;-6;6;-6.00;0.00;EUR
.1~535;535;A5;07;02;07/02;03/03/2021 00:00;13;62;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;1687,69;1687,69;-1687,69;0.00;-1687.69;EUR
.1~538;538;A5;07;02;07/02;03/03/2021 00:00;13;62;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;1856;-1856;1856;0.00;1856.00;EUR
.1~539;539;A5;07;03;07/03;04/03/2021 00:00;13;63;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;727;-727;727;-727.00;0.00;EUR
.1~540;540;A5;07;03;07/03;04/03/2021 00:00;13;63;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;11945;11945;-11945;11945.00;0.00;EUR
.1~544;544;A5;07;03;07/03;04/03/2021 00:00;13;63;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;150906,89;-150906,89;150906,89;-150906.89;0.00;EUR
.1~545;545;A5;07;03;07/03;04/03/2021 00:00;13;63;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;150906,89;150906,89;-150906,89;150906.89;0.00;EUR
.1~548;548;A5;07;03;07/03;04/03/2021 00:00;13;63;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;5220,76;5220,76;-5220,76;0.00;-5220.76;EUR
.1~549;549;A5;07;03;07/03;04/03/2021 00:00;13;63;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;727;727;-727;0.00;-727.00;EUR
.1~550;550;A5;07;03;07/03;04/03/2021 00:00;13;63;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;5220,76;-5220,76;5220,76;-5220.76;0.00;EUR
.1~552;552;A5;07;03;07/03;04/03/2021 00:00;13;63;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;6035;-6035;6035;0.00;6035.00;EUR
.1~554;554;A5;07;04;07/04;05/03/2021 00:00;13;64;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;6964;6964;-6964;6964.00;0.00;EUR
.1~555;555;A5;07;04;07/04;05/03/2021 00:00;13;64;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;6964;-6964;6964;-6964.00;0.00;EUR
.1~565;565;A5;07;05;07/05;06/03/2021 00:00;13;65;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;28845;28845;-28845;28845.00;0.00;EUR
.1~570;570;A5;07;05;07/05;06/03/2021 00:00;13;65;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~571;571;A5;07;05;07/05;06/03/2021 00:00;13;65;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;25082,98;-25082,98;25082,98;-25082.98;0.00;EUR
.1~572;572;A5;07;05;07/05;06/03/2021 00:00;13;65;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;28845;-28845;28845;0.00;28845.00;EUR
.1~573;573;A5;07;06;07/06;07/03/2021 00:00;14;66;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~577;577;A5;07;06;07/06;07/03/2021 00:00;14;66;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;24491,29;24491,29;-24491,29;0.00;-24491.29;EUR
.1~581;581;A5;07;07;07/07;08/03/2021 00:00;14;67;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;18;-18;18;-18.00;0.00;EUR
.1~585;585;A5;07;07;07/07;08/03/2021 00:00;14;67;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;23923,53;23923,53;-23923,53;0.00;-23923.53;EUR
.1~587;587;A5;07;07;07/07;08/03/2021 00:00;14;67;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;23923,53;-23923,53;23923,53;-23923.53;0.00;EUR
.1~588;588;A5;07;07;07/07;08/03/2021 00:00;14;67;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;26310;-26310;26310;0.00;26310.00;EUR
.1~589;589;A5;07;08;07/08;09/03/2021 00:00;14;68;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;151918,89;-151918,89;151918,89;-151918.89;0.00;EUR
.1~590;590;A5;07;08;07/08;09/03/2021 00:00;14;68;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;8342;8342;-8342;8342.00;0.00;EUR
.1~593;593;A5;07;08;07/08;09/03/2021 00:00;14;68;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;151906,89;151906,89;-151906,89;151906.89;0.00;EUR
.1~595;595;A5;07;08;07/08;09/03/2021 00:00;14;68;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~596;596;A5;07;08;07/08;09/03/2021 00:00;14;68;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;11950,62;-11950,62;11950,62;-11950.62;0.00;EUR
.1~602;602;A5;07;09;07/09;10/03/2021 00:00;14;69;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;13032,94;13032,94;-13032,94;0.00;-13032.94;EUR
.1~607;607;A5;07;10;07/10;11/03/2021 00:00;14;70;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;27322;27322;-27322;27322.00;0.00;EUR
.1~608;608;A5;07;10;07/10;11/03/2021 00:00;14;70;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;27322;-27322;27322;-27322.00;0.00;EUR
.1~616;616;A5;08;01;08/01;12/03/2021 00:00;15;71;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;26310;26310;-26310;26310.00;0.00;EUR
.1~617;617;A5;08;01;08/01;12/03/2021 00:00;15;71;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;26310;-26310;26310;-26310.00;0.00;EUR
.1~620;620;A5;08;01;08/01;12/03/2021 00:00;15;71;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;6;6;-6;0.00;-6.00;EUR
.1~621;621;A5;08;01;08/01;12/03/2021 00:00;15;71;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;8589,27;-8589,27;8589,27;-8589.27;0.00;EUR
.1~625;625;A5;08;02;08/02;13/03/2021 00:00;15;72;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;13960;-13960;13960;-13960.00;0.00;EUR
.1~633;633;A5;08;03;08/03;14/03/2021 00:00;15;73;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;14427;-14427;14427;-14427.00;0.00;EUR
.1~634;634;A5;08;03;08/03;14/03/2021 00:00;15;73;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;4389;4389;-4389;4389.00;0.00;EUR
.1~638;638;A5;08;03;08/03;14/03/2021 00:00;15;73;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;1000;-1000;1000;-1000.00;0.00;EUR
.1~641;641;A5;08;03;08/03;14/03/2021 00:00;15;73;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;100;100;-100;0.00;-100.00;EUR
.1~646;646;A5;08;04;08/04;15/03/2021 00:00;15;74;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;339;-339;339;-339.00;0.00;EUR
.1~650;650;A5;08;04;08/04;15/03/2021 00:00;15;74;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;5083,09;5083,09;-5083,09;0.00;-5083.09;EUR
.1~652;652;A5;08;04;08/04;15/03/2021 00:00;15;74;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;39;39;-39;0.00;-39.00;EUR
.1~653;653;A5;08;04;08/04;15/03/2021 00:00;15;74;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;5083,09;-5083,09;5083,09;-5083.09;0.00;EUR
.1~654;654;A5;08;04;08/04;15/03/2021 00:00;15;74;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;5626;-5626;5626;0.00;5626.00;EUR
.1~655;655;A5;08;05;08/05;16/03/2021 00:00;15;75;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;85;-85;85;-85.00;0.00;EUR
.1~656;656;A5;08;05;08/05;16/03/2021 00:00;15;75;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;9489;9489;-9489;9489.00;0.00;EUR
.1~664;664;A5;08;06;08/06;17/03/2021 00:00;16;76;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~665;665;A5;08;06;08/06;17/03/2021 00:00;16;76;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;3068;3068;-3068;3068.00;0.00;EUR
.1~669;669;A5;08;06;08/06;17/03/2021 00:00;16;76;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~670;670;A5;08;06;08/06;17/03/2021 00:00;16;76;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;36904,27;-36904,27;36904,27;-36904.27;0.00;EUR
.1~671;671;A5;08;06;08/06;17/03/2021 00:00;16;76;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;41554;-41554;41554;0.00;41554.00;EUR
.1~673;673;A5;08;07;08/07;18/03/2021 00:00;16;77;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;4389;4389;-4389;4389.00;0.00;EUR
.1~677;677;A5;08;07;08/07;18/03/2021 00:00;16;77;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;18;18;-18;0.00;-18.00;EUR
.1~678;678;A5;08;07;08/07;18/03/2021 00:00;16;77;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;39947,18;-39947,18;39947,18;-39947.18;0.00;EUR
.1~679;679;A5;08;07;08/07;18/03/2021 00:00;16;77;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;45073,5;-45073,5;45073,5;0.00;45073.50;EUR
.1~681;681;A5;08;08;08/08;19/03/2021 00:00;16;78;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;5626;5626;-5626;5626.00;0.00;EUR
.1~682;682;A5;08;08;08/08;19/03/2021 00:00;16;78;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;5626;-5626;5626;-5626.00;0.00;EUR
.1~689;689;A5;08;09;08/09;20/03/2021 00:00;16;79;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~690;690;A5;08;09;08/09;20/03/2021 00:00;16;79;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;17174;17174;-17174;17174.00;0.00;EUR
.1~694;694;A5;08;09;08/09;20/03/2021 00:00;16;79;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~695;695;A5;08;09;08/09;20/03/2021 00:00;16;79;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;11505,16;-11505,16;11505,16;-11505.16;0.00;EUR
.1~696;696;A5;08;09;08/09;20/03/2021 00:00;16;79;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;12374;-12374;12374;0.00;12374.00;EUR
.1~700;700;A5;08;10;08/10;21/03/2021 00:00;16;80;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;9105;9105;-9105;9105.00;0.00;EUR
.1~711;711;B5;01;02;01/02;02/01/2021 00:00;1;2;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;259131,75;-259131,75;259131,75;-259131.75;0.00;EUR
.1~712;712;B5;01;02;01/02;02/01/2021 00:00;1;2;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;258131,75;-258131,75;258131,75;-258131.75;0.00;EUR
.1~715;715;B5;01;02;01/02;02/01/2021 00:00;1;2;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;1000;1000;-1000;1000.00;0.00;EUR
.1~721;721;B5;01;03;01/03;03/01/2021 00:00;1;3;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;30;30;-30;0.00;-30.00;EUR
.1~725;725;B5;01;04;01/04;04/01/2021 00:00;1;4;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~732;732;B5;01;05;01/05;05/01/2021 00:00;1;5;478100;Warehousing Costs;Income Statement;Operating Expenses;;;Debit;1200;1200;-1200;0.00;-1200.00;EUR
.1~734;734;B5;01;05;01/05;05/01/2021 00:00;1;5;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;280;280;-280;0.00;-280.00;EUR
.1~741;741;B5;01;06;01/06;06/01/2021 00:00;2;6;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~742;742;B5;01;06;01/06;06/01/2021 00:00;2;6;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;35479,83;-35479,83;35479,83;-35479.83;0.00;EUR
.1~743;743;B5;01;06;01/06;06/01/2021 00:00;2;6;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;39281;-39281;39281;0.00;39281.00;EUR
.1~756;756;B5;01;08;01/08;08/01/2021 00:00;2;8;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;26622;26622;-26622;26622.00;0.00;EUR
.1~764;764;B5;01;09;01/09;09/01/2021 00:00;2;9;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;27438;27438;-27438;27438.00;0.00;EUR
.1~765;765;B5;01;09;01/09;09/01/2021 00:00;2;9;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;24704,78;24704,78;-24704,78;0.00;-24704.78;EUR
.1~772;772;B5;01;10;01/10;10/01/2021 00:00;2;10;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;26532;26532;-26532;26532.00;0.00;EUR
.1~774;774;B5;01;10;01/10;10/01/2021 00:00;2;10;476900;Interest expenses;Income Statement;Sales, General, and Administrative Expenses;Interest expenses;;Debit;55,44;55,44;-55,44;0.00;-55.44;EUR
.1~776;776;B5;01;10;01/10;10/01/2021 00:00;2;10;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~781;781;B5;02;01;02/01;11/01/2021 00:00;3;11;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;627,2;-627,2;627,2;-627.20;0.00;EUR
.1~782;782;B5;02;01;02/01;11/01/2021 00:00;3;11;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;19306;19306;-19306;19306.00;0.00;EUR
.1~787;787;B5;02;01;02/01;11/01/2021 00:00;3;11;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;90680,02;90680,02;-90680,02;90680.02;0.00;EUR
.1~791;791;B5;02;01;02/01;11/01/2021 00:00;3;11;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;627,2;627,2;-627,2;0.00;-627.20;EUR
.1~792;792;B5;02;01;02/01;11/01/2021 00:00;3;11;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;13334,92;-13334,92;13334,92;-13334.92;0.00;EUR
.1~793;793;B5;02;01;02/01;11/01/2021 00:00;3;11;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;91680,02;91680,02;-91680,02;91680.02;0.00;EUR
.1~797;797;B5;02;02;02/02;12/01/2021 00:00;3;12;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;26622;-26622;26622;-26622.00;0.00;EUR
.1~798;798;B5;02;02;02/02;12/01/2021 00:00;3;12;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;16670;16670;-16670;16670.00;0.00;EUR
.1~800;800;B5;02;02;02/02;12/01/2021 00:00;3;12;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~808;808;B5;02;03;02/03;13/01/2021 00:00;3;13;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;34204,19;34204,19;-34204,19;0.00;-34204.19;EUR
.1~816;816;B5;02;04;02/04;14/01/2021 00:00;3;14;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;25993,31;25993,31;-25993,31;0.00;-25993.31;EUR
.1~820;820;B5;02;05;02/05;15/01/2021 00:00;3;15;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;544,4;-544,4;544,4;-544.40;0.00;EUR
.1~824;824;B5;02;05;02/05;15/01/2021 00:00;3;15;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;13162,14;13162,14;-13162,14;0.00;-13162.14;EUR
.1~825;825;B5;02;05;02/05;15/01/2021 00:00;3;15;476900;Interest expenses;Income Statement;Sales, General, and Administrative Expenses;Interest expenses;;Debit;92,4;92,4;-92,4;0.00;-92.40;EUR
.1~828;828;B5;02;05;02/05;15/01/2021 00:00;3;15;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~834;834;B5;02;06;02/06;16/01/2021 00:00;4;16;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;16670;-16670;16670;-16670.00;0.00;EUR
