ID;ROW_NUMBER;COMPANY_CODE;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;GL_ACCOUNT_NUMBER;GL_ACCOUNT_NAME;FS_LEVEL_1;FS_LEVEL_2;FS_LEVEL_3;FS_LEVEL_4;DEBIT_CREDIT_INDICATOR;AMOUNT_ABS;AMOUNT;AMOUNT_INV;AMOUNT_BS;AMOUNT_IS;CURRENCY
.1~2624;2624;D5;05;06;05/06;15/02/2021 00:00;10;46;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;16229,96;16229,96;-16229,96;16229.96;0.00;EUR
.1~2628;2628;D5;05;06;05/06;15/02/2021 00:00;10;46;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~2629;2629;D5;05;06;05/06;15/02/2021 00:00;10;46;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;20111;-20111;20111;-20111.00;0.00;EUR
.1~2630;2630;D5;05;06;05/06;15/02/2021 00:00;10;46;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;22496,72;-22496,72;22496,72;0.00;22496.72;EUR
.1~2632;2632;D5;05;07;05/07;16/02/2021 00:00;10;47;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;19718,56;19718,56;-19718,56;19718.56;0.00;EUR
.1~2633;2633;D5;05;07;05/07;16/02/2021 00:00;10;47;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;19718,56;-19718,56;19718,56;-19718.56;0.00;EUR
.1~2637;2637;D5;05;07;05/07;16/02/2021 00:00;10;47;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~2645;2645;D5;05;08;05/08;17/02/2021 00:00;10;48;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;27774,85;27774,85;-27774,85;0.00;-27774.85;EUR
.1~2653;2653;D5;05;09;05/09;18/02/2021 00:00;10;49;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;30008,47;30008,47;-30008,47;0.00;-30008.47;EUR
.1~2658;2658;D5;05;10;05/10;19/02/2021 00:00;10;50;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;22496,72;22496,72;-22496,72;22496.72;0.00;EUR
.1~2659;2659;D5;05;10;05/10;19/02/2021 00:00;10;50;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;22496,72;-22496,72;22496,72;-22496.72;0.00;EUR
.1~2667;2667;D5;06;01;06/01;20/02/2021 00:00;11;51;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;339;-339;339;-339.00;0.00;EUR
.1~2671;2671;D5;06;01;06/01;20/02/2021 00:00;11;51;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;10938;10938;-10938;0.00;-10938.00;EUR
.1~2673;2673;D5;06;01;06/01;20/02/2021 00:00;11;51;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;39;39;-39;0.00;-39.00;EUR
.1~2674;2674;D5;06;01;06/01;20/02/2021 00:00;11;51;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10938;-10938;10938;-10938.00;0.00;EUR
.1~2675;2675;D5;06;01;06/01;20/02/2021 00:00;11;51;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;12309,54;-12309,54;12309,54;0.00;12309.54;EUR
.1~2676;2676;D5;06;02;06/02;21/02/2021 00:00;11;52;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;1063,8;-1063,8;1063,8;-1063.80;0.00;EUR
.1~2677;2677;D5;06;02;06/02;21/02/2021 00:00;11;52;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;30946,9;30946,9;-30946,9;30946.90;0.00;EUR
.1~2682;2682;D5;06;02;06/02;21/02/2021 00:00;11;52;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;198946,64;198946,64;-198946,64;198946.64;0.00;EUR
.1~2686;2686;D5;06;02;06/02;21/02/2021 00:00;11;52;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;1063,8;1063,8;-1063,8;0.00;-1063.80;EUR
.1~2687;2687;D5;06;02;06/02;21/02/2021 00:00;11;52;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;10306,39;-10306,39;10306,39;-10306.39;0.00;EUR
.1~2688;2688;D5;06;02;06/02;21/02/2021 00:00;11;52;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;199946,64;199946,64;-199946,64;199946.64;0.00;EUR
.1~2692;2692;D5;06;03;06/03;22/02/2021 00:00;11;53;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;33633,09;-33633,09;33633,09;-33633.09;0.00;EUR
.1~2693;2693;D5;06;03;06/03;22/02/2021 00:00;11;53;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;1850;1850;-1850;1850.00;0.00;EUR
.1~2695;2695;D5;06;03;06/03;22/02/2021 00:00;11;53;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~2703;2703;D5;06;04;06/04;23/02/2021 00:00;11;54;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;27722,98;27722,98;-27722,98;0.00;-27722.98;EUR
.1~2707;2707;D5;06;04;06/04;23/02/2021 00:00;11;54;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;31180,94;-31180,94;31180,94;0.00;31180.94;EUR
.1~2708;2708;D5;06;05;06/05;24/02/2021 00:00;11;55;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;1627,1;-1627,1;1627,1;-1627.10;0.00;EUR
.1~2709;2709;D5;06;05;06/05;24/02/2021 00:00;11;55;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;12309,54;12309,54;-12309,54;12309.54;0.00;EUR
.1~2714;2714;D5;06;05;06/05;24/02/2021 00:00;11;55;478100;Warehousing Costs;Income Statement;Operating Expenses;;;Debit;900;900;-900;0.00;-900.00;EUR
.1~2716;2716;D5;06;05;06/05;24/02/2021 00:00;11;55;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;210;210;-210;0.00;-210.00;EUR
.1~2722;2722;D5;06;06;06/06;25/02/2021 00:00;12;56;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;11606,05;-11606,05;11606,05;-11606.05;0.00;EUR
.1~2723;2723;D5;06;06;06/06;25/02/2021 00:00;12;56;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;20525,97;20525,97;-20525,97;20525.97;0.00;EUR
.1~2731;2731;D5;06;07;06/07;26/02/2021 00:00;12;57;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;26080,04;26080,04;-26080,04;26080.04;0.00;EUR
.1~2733;2733;D5;06;07;06/07;26/02/2021 00:00;12;57;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;23045,1;23045,1;-23045,1;0.00;-23045.10;EUR
.1~2735;2735;D5;06;07;06/07;26/02/2021 00:00;12;57;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;48;48;-48;0.00;-48.00;EUR
.1~2736;2736;D5;06;07;06/07;26/02/2021 00:00;12;57;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;23045,1;-23045,1;23045,1;-23045.10;0.00;EUR
.1~2737;2737;D5;06;07;06/07;26/02/2021 00:00;12;57;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;26080,04;-26080,04;26080,04;0.00;26080.04;EUR
.1~2738;2738;D5;06;08;06/08;27/02/2021 00:00;12;58;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~2739;2739;D5;06;08;06/08;27/02/2021 00:00;12;58;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;31180,94;31180,94;-31180,94;31180.94;0.00;EUR
.1~2743;2743;D5;06;08;06/08;27/02/2021 00:00;12;58;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~2744;2744;D5;06;08;06/08;27/02/2021 00:00;12;58;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;26322,94;-26322,94;26322,94;-26322.94;0.00;EUR
.1~2745;2745;D5;06;08;06/08;27/02/2021 00:00;12;58;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;30594,48;-30594,48;30594,48;0.00;30594.48;EUR
.1~2747;2747;D5;06;09;06/09;28/02/2021 00:00;12;59;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;45481,79;45481,79;-45481,79;45481.79;0.00;EUR
.1~2751;2751;D5;06;09;06/09;28/02/2021 00:00;12;59;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~2752;2752;D5;06;09;06/09;28/02/2021 00:00;12;59;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;15662,05;-15662,05;15662,05;-15662.05;0.00;EUR
.1~2753;2753;D5;06;09;06/09;28/02/2021 00:00;12;59;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;17643,86;-17643,86;17643,86;0.00;17643.86;EUR
.1~2758;2758;D5;06;10;06/10;01/03/2021 00:00;12;60;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;156061,89;-156061,89;156061,89;-156061.89;0.00;EUR
.1~2759;2759;D5;06;10;06/10;01/03/2021 00:00;12;60;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;155061,89;-155061,89;155061,89;-155061.89;0.00;EUR
.1~2762;2762;D5;06;10;06/10;01/03/2021 00:00;12;60;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;1000;1000;-1000;1000.00;0.00;EUR
.1~2763;2763;D5;06;10;06/10;01/03/2021 00:00;12;60;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;11159,83;11159,83;-11159,83;0.00;-11159.83;EUR
.1~2769;2769;D5;06;10;06/10;01/03/2021 00:00;12;60;792000;Finished goods;Balance Sheet;Assets;Current assets;;Debit;156061,9;156061,9;-156061,9;156061.90;0.00;EUR
.1~2772;2772;D5;07;01;07/01;02/03/2021 00:00;13;61;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;26080,04;26080,04;-26080,04;26080.04;0.00;EUR
.1~2773;2773;D5;07;01;07/01;02/03/2021 00:00;13;61;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;26080,04;-26080,04;26080,04;-26080.04;0.00;EUR
.1~2781;2781;D5;07;02;07/02;03/03/2021 00:00;13;62;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;30594,48;-30594,48;30594,48;-30594.48;0.00;EUR
.1~2782;2782;D5;07;02;07/02;03/03/2021 00:00;13;62;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;16809,07;16809,07;-16809,07;16809.07;0.00;EUR
.1~2784;2784;D5;07;02;07/02;03/03/2021 00:00;13;62;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~2792;2792;D5;07;03;07/03;04/03/2021 00:00;13;63;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;28528,62;28528,62;-28528,62;0.00;-28528.62;EUR
.1~2800;2800;D5;07;04;07/04;05/03/2021 00:00;13;64;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;30354,5;30354,5;-30354,5;0.00;-30354.50;EUR
.1~2804;2804;D5;07;05;07/05;06/03/2021 00:00;13;65;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;158052,99;-158052,99;158052,99;-158052.99;0.00;EUR
.1~2808;2808;D5;07;05;07/05;06/03/2021 00:00;13;65;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;156061,89;156061,89;-156061,89;156061.89;0.00;EUR
.1~2811;2811;D5;07;05;07/05;06/03/2021 00:00;13;65;478100;Warehousing Costs;Income Statement;Operating Expenses;;;Debit;1200;1200;-1200;0.00;-1200.00;EUR
.1~2813;2813;D5;07;05;07/05;06/03/2021 00:00;13;65;540000;Warehousing Carbon Emissions;Income Statement;Operating Expenses;;;Debit;280;280;-280;0.00;-280.00;EUR
.1~2820;2820;D5;07;06;07/06;07/03/2021 00:00;14;66;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;20915,79;20915,79;-20915,79;20915.79;0.00;EUR
.1~2822;2822;D5;07;06;07/06;07/03/2021 00:00;14;66;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~2826;2826;D5;07;07;07/07;08/03/2021 00:00;14;67;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;18;-18;18;-18.00;0.00;EUR
.1~2830;2830;D5;07;07;07/07;08/03/2021 00:00;14;67;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;18151,86;18151,86;-18151,86;0.00;-18151.86;EUR
.1~2834;2834;D5;07;08;07/08;09/03/2021 00:00;14;68;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;912,4;-912,4;912,4;-912.40;0.00;EUR
.1~2839;2839;D5;07;08;07/08;09/03/2021 00:00;14;68;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;193945,6;-193945,6;193945,6;-193945.60;0.00;EUR
.1~2840;2840;D5;07;08;07/08;09/03/2021 00:00;14;68;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;193945,6;193945,6;-193945,6;193945.60;0.00;EUR
.1~2843;2843;D5;07;08;07/08;09/03/2021 00:00;14;68;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;13628,34;13628,34;-13628,34;0.00;-13628.34;EUR
.1~2845;2845;D5;07;08;07/08;09/03/2021 00:00;14;68;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;13628,35;-13628,35;13628,35;-13628.35;0.00;EUR
.1~2847;2847;D5;07;08;07/08;09/03/2021 00:00;14;68;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;15909,61;-15909,61;15909,61;0.00;15909.61;EUR
.1~2852;2852;D5;07;09;07/09;10/03/2021 00:00;14;69;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;9936,2;9936,2;-9936,2;0.00;-9936.20;EUR
.1~2856;2856;D5;07;09;07/09;10/03/2021 00:00;14;69;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;11503,01;-11503,01;11503,01;0.00;11503.01;EUR
.1~2859;2859;D5;07;10;07/10;11/03/2021 00:00;14;70;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;20915,79;-20915,79;20915,79;-20915.79;0.00;EUR
.1~2860;2860;D5;07;10;07/10;11/03/2021 00:00;14;70;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;24888,98;24888,98;-24888,98;24888.98;0.00;EUR
.1~2866;2866;D5;07;10;07/10;11/03/2021 00:00;14;70;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~2867;2867;D5;07;10;07/10;11/03/2021 00:00;14;70;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;21615,87;-21615,87;21615,87;-21615.87;0.00;EUR
.1~2868;2868;D5;07;10;07/10;11/03/2021 00:00;14;70;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;24888,98;-24888,98;24888,98;0.00;24888.98;EUR
.1~2869;2869;D5;08;01;08/01;12/03/2021 00:00;15;71;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;245;-245;245;-245.00;0.00;EUR
.1~2873;2873;D5;08;01;08/01;12/03/2021 00:00;15;71;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;36379,42;36379,42;-36379,42;0.00;-36379.42;EUR
.1~2875;2875;D5;08;01;08/01;12/03/2021 00:00;15;71;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;45;45;-45;0.00;-45.00;EUR
.1~2876;2876;D5;08;01;08/01;12/03/2021 00:00;15;71;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;36379,42;-36379,42;36379,42;-36379.42;0.00;EUR
.1~2877;2877;D5;08;01;08/01;12/03/2021 00:00;15;71;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;41421,33;-41421,33;41421,33;0.00;41421.33;EUR
.1~2879;2879;D5;08;02;08/02;13/03/2021 00:00;15;72;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;15909,61;15909,61;-15909,61;15909.61;0.00;EUR
.1~2883;2883;D5;08;02;08/02;13/03/2021 00:00;15;72;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~2884;2884;D5;08;02;08/02;13/03/2021 00:00;15;72;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;31673,08;-31673,08;31673,08;-31673.08;0.00;EUR
.1~2885;2885;D5;08;02;08/02;13/03/2021 00:00;15;72;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;35431,43;-35431,43;35431,43;0.00;35431.43;EUR
.1~2887;2887;D5;08;03;08/03;14/03/2021 00:00;15;73;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;11503,01;11503,01;-11503,01;11503.01;0.00;EUR
.1~2888;2888;D5;08;03;08/03;14/03/2021 00:00;15;73;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;11503,01;-11503,01;11503,01;-11503.01;0.00;EUR
.1~2892;2892;D5;08;03;08/03;14/03/2021 00:00;15;73;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~2900;2900;D5;08;04;08/04;15/03/2021 00:00;15;74;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;205160,01;-205160,01;205160,01;-205160.01;0.00;EUR
.1~2901;2901;D5;08;04;08/04;15/03/2021 00:00;15;74;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;204160,01;-204160,01;204160,01;-204160.01;0.00;EUR
.1~2904;2904;D5;08;04;08/04;15/03/2021 00:00;15;74;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;1000;1000;-1000;1000.00;0.00;EUR
.1~2905;2905;D5;08;04;08/04;15/03/2021 00:00;15;74;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;41840,77;41840,77;-41840,77;0.00;-41840.77;EUR
.1~2909;2909;D5;08;04;08/04;15/03/2021 00:00;15;74;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;46332,46;-46332,46;46332,46;0.00;46332.46;EUR
.1~2910;2910;D5;08;05;08/05;16/03/2021 00:00;15;75;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;1584,1;-1584,1;1584,1;-1584.10;0.00;EUR
.1~2911;2911;D5;08;05;08/05;16/03/2021 00:00;15;75;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;41421,33;41421,33;-41421,33;41421.33;0.00;EUR
.1~2920;2920;D5;08;05;08/05;16/03/2021 00:00;15;75;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;45;45;-45;0.00;-45.00;EUR
.1~2921;2921;D5;08;05;08/05;16/03/2021 00:00;15;75;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;14596,46;-14596,46;14596,46;-14596.46;0.00;EUR
.1~2922;2922;D5;08;05;08/05;16/03/2021 00:00;15;75;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;15967,47;-15967,47;15967,47;0.00;15967.47;EUR
.1~2927;2927;D5;08;06;08/06;17/03/2021 00:00;16;76;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;30267,88;30267,88;-30267,88;0.00;-30267.88;EUR
.1~2931;2931;D5;08;06;08/06;17/03/2021 00:00;16;76;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;33655,43;-33655,43;33655,43;0.00;33655.43;EUR
.1~2932;2932;D5;08;07;08/07;18/03/2021 00:00;16;77;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;18;-18;18;-18.00;0.00;EUR
.1~2933;2933;D5;08;07;08/07;18/03/2021 00:00;16;77;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;34137,75;34137,75;-34137,75;34137.75;0.00;EUR
.1~2937;2937;D5;08;07;08/07;18/03/2021 00:00;16;77;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;18;18;-18;0.00;-18.00;EUR
.1~2938;2938;D5;08;07;08/07;18/03/2021 00:00;16;77;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;33355,22;-33355,22;33355,22;-33355.22;0.00;EUR
.1~2939;2939;D5;08;07;08/07;18/03/2021 00:00;16;77;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;36725,2;-36725,2;36725,2;0.00;36725.20;EUR
.1~2940;2940;D5;08;08;08/08;19/03/2021 00:00;16;78;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~2941;2941;D5;08;08;08/08;19/03/2021 00:00;16;78;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;46332,46;46332,46;-46332,46;46332.46;0.00;EUR
.1~2945;2945;D5;08;08;08/08;19/03/2021 00:00;16;78;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~2946;2946;D5;08;08;08/08;19/03/2021 00:00;16;78;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;34706,6;-34706,6;34706,6;-34706.60;0.00;EUR
.1~2947;2947;D5;08;08;08/08;19/03/2021 00:00;16;78;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;37915,7;-37915,7;37915,7;0.00;37915.70;EUR
.1~2953;2953;D5;08;09;08/09;20/03/2021 00:00;16;79;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;24381,94;24381,94;-24381,94;0.00;-24381.94;EUR
.1~2956;2956;D5;08;09;08/09;20/03/2021 00:00;16;79;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;26950,5;-26950,5;26950,5;0.00;26950.50;EUR
.1~2959;2959;D5;08;10;08/10;21/03/2021 00:00;16;80;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;33655,43;-33655,43;33655,43;-33655.43;0.00;EUR
.1~2960;2960;D5;08;10;08/10;21/03/2021 00:00;16;80;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;30530,1;30530,1;-30530,1;30530.10;0.00;EUR
.1~2966;2966;D5;08;10;08/10;21/03/2021 00:00;16;80;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~2967;2967;D5;08;10;08/10;21/03/2021 00:00;16;80;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;27745,9;-27745,9;27745,9;-27745.90;0.00;EUR
.1~2968;2968;D5;08;10;08/10;21/03/2021 00:00;16;80;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;30530,1;-30530,1;30530,1;0.00;30530.10;EUR
.1~2969;2969;E5;01;01;01/01;01/01/2021 00:00;1;1;11000;Machinery and equipment;Balance Sheet;Assets;Long-term assets;;Debit;250000;250000;-250000;250000.00;0.00;EUR
.1~2970;2970;E5;01;01;01/01;01/01/2021 00:00;1;1;70000;Common stock;Balance Sheet;Liabilities and Owners' Equity;Equity;Shareholders Equity;Credit;500000;-500000;500000;-500000.00;0.00;EUR
.1~2976;2976;E5;01;02;01/02;02/01/2021 00:00;1;2;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;158011,5;158011,5;-158011,5;158011.50;0.00;EUR
.1~2982;2982;E5;01;03;01/03;03/01/2021 00:00;1;3;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;330;-330;330;-330.00;0.00;EUR
.1~2985;2985;E5;01;04;01/04;04/01/2021 00:00;1;4;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;3;-3;3;-3.00;0.00;EUR
.1~2987;2987;E5;01;04;01/04;04/01/2021 00:00;1;4;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;1164,85;1164,85;-1164,85;0.00;-1164.85;EUR
.1~2992;2992;E5;01;05;01/05;05/01/2021 00:00;1;5;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;12218,66;12218,66;-12218,66;12218.66;0.00;EUR
.1~3002;3002;E5;01;06;01/06;06/01/2021 00:00;2;6;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~3003;3003;E5;01;06;01/06;06/01/2021 00:00;2;6;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;6847,28;-6847,28;6847,28;-6847.28;0.00;EUR
.1~3004;3004;E5;01;06;01/06;06/01/2021 00:00;2;6;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;8558,6;-8558,6;8558,6;0.00;8558.60;EUR
.1~3007;3007;E5;01;07;01/07;07/01/2021 00:00;2;7;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;159011,5;159011,5;-159011,5;159011.50;0.00;EUR
.1~3009;3009;E5;01;07;01/07;07/01/2021 00:00;2;7;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~3010;3010;E5;01;07;01/07;07/01/2021 00:00;2;7;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;16423,43;-16423,43;16423,43;-16423.43;0.00;EUR
.1~3011;3011;E5;01;07;01/07;07/01/2021 00:00;2;7;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;19358,24;-19358,24;19358,24;0.00;19358.24;EUR
.1~3012;3012;E5;01;08;01/08;08/01/2021 00:00;2;8;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~3013;3013;E5;01;08;01/08;08/01/2021 00:00;2;8;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;1527,96;1527,96;-1527,96;1527.96;0.00;EUR
.1~3017;3017;E5;01;08;01/08;08/01/2021 00:00;2;8;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
